,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
1779,48.0,400.0,54.39,4.0,-8.0
1780,72.0,25.0,91.951,4.0,-8.0
1781,72.0,50.0,76.585,4.0,-8.0
1782,72.0,100.0,70.488,4.0,-8.0
1783,72.0,200.0,70.488,4.0,-8.0
1784,72.0,400.0,41.951,4.0,-8.0
1785,24.0,25.0,83.575,12.5,-40.5
1786,24.0,50.0,77.536,12.5,-40.5
1787,24.0,100.0,69.324,12.5,-40.5
1788,24.0,200.0,50.242,12.5,-40.5
1789,24.0,400.0,35.024,12.5,-40.5
1790,48.0,25.0,80.918,12.5,-40.5
1791,48.0,50.0,70.048,12.5,-40.5
1792,48.0,100.0,58.454,12.5,-40.5
1793,48.0,200.0,44.203,12.5,-40.5
1794,48.0,400.0,29.952,12.5,-40.5
1795,72.0,25.0,66.667,12.5,-40.5
1796,72.0,50.0,54.831,12.5,-40.5
1797,72.0,100.0,44.928,12.5,-40.5
1798,72.0,200.0,31.643,12.5,-40.5
1799,72.0,400.0,19.807,12.5,-40.5
1800,24.0,25.0,78.385,12.5,-40.5
1801,24.0,50.0,64.371,12.5,-40.5
1802,24.0,100.0,47.506,12.5,-40.5
1803,24.0,200.0,34.204,12.5,-40.5
1804,24.0,400.0,19.002,12.5,-40.5
1805,48.0,25.0,65.321,12.5,-40.5
1806,48.0,50.0,50.356,12.5,-40.5
1807,48.0,100.0,37.53,12.5,-40.5
1808,48.0,200.0,26.128,12.5,-40.5
1809,48.0,400.0,16.865,12.5,-40.5
1810,72.0,25.0,44.893,12.5,-40.5
1811,72.0,50.0,34.204,12.5,-40.5
1812,72.0,100.0,24.466,12.5,-40.5
1813,72.0,200.0,16.39,12.5,-40.5
1814,72.0,400.0,11.164,12.5,-40.5
1815,24.0,25.0,79.426,12.5,-40.5
1816,24.0,50.0,59.809,12.5,-40.5
1817,24.0,100.0,50.239,12.5,-40.5
1818,24.0,200.0,33.971,12.5,-40.5
1819,24.0,400.0,19.856,12.5,-40.5
1820,48.0,25.0,59.809,12.5,-40.5
1821,48.0,50.0,48.086,12.5,-40.5
1822,48.0,100.0,39.234,12.5,-40.5
1823,48.0,200.0,29.665,12.5,-40.5
1824,48.0,400.0,16.029,12.5,-40.5
1825,72.0,25.0,45.215,12.5,-40.5
1826,72.0,50.0,38.278,12.5,-40.5
1827,72.0,100.0,29.665,12.5,-40.5
1828,72.0,200.0,23.206,12.5,-40.5
1829,72.0,400.0,14.593,12.5,-40.5
1830,48.0,3.125,98.282,10.0,29.28
1831,48.0,6.25,82.646,10.0,29.28
1832,48.0,12.5,15.636,10.0,29.28
1833,48.0,25.0,5.4983,10.0,29.28
1834,48.0,50.0,2.921,10.0,29.28
1835,48.0,100.0,1.2027,10.0,29.28
1836,48.0,3.125,100.86,10.0,-0.52
1837,48.0,6.25,101.89,10.0,-0.52
1838,48.0,12.5,103.78,10.0,-0.52
1839,48.0,25.0,101.2,10.0,-0.52
1840,48.0,50.0,83.333,10.0,-0.52
1841,48.0,100.0,56.701,10.0,-0.52
1842,48.0,3.125,97.595,30.0,-0.52
1843,48.0,6.25,97.079,30.0,-0.52
1844,48.0,12.5,103.26,30.0,-0.52
1845,48.0,25.0,107.73,30.0,-0.52
1846,48.0,50.0,88.144,30.0,-0.52
1847,48.0,100.0,73.196,30.0,-0.52
1848,48.0,3.125,70.872,10.0,29.28
1849,48.0,6.25,8.9054,10.0,29.28
1850,48.0,12.5,7.0501,10.0,29.28
1851,48.0,25.0,3.525,10.0,29.28
1852,48.0,50.0,2.7829,10.0,29.28
1853,48.0,100.0,1.4842,10.0,29.28
1854,48.0,3.125,101.11,10.0,-0.52
1855,48.0,6.25,102.23,10.0,-0.52
1856,48.0,12.5,105.38,10.0,-0.52
1857,48.0,25.0,91.466,10.0,-0.52
1858,48.0,50.0,77.922,10.0,-0.52
1859,48.0,100.0,56.215,10.0,-0.52
1860,48.0,3.125,98.33,30.0,-0.52
1861,48.0,6.25,99.629,30.0,-0.52
1862,48.0,12.5,100.0,30.0,-0.52
1863,48.0,25.0,98.887,30.0,-0.52
1864,48.0,50.0,82.56,30.0,-0.52
1865,48.0,100.0,66.605,30.0,-0.52
1866,12.0,0.001,97.03,39.2,69.8
1867,12.0,0.01,100.0,39.2,69.8
1868,12.0,0.1,100.0,39.2,69.8
1869,12.0,1.0,97.03,39.2,69.8
1870,12.0,5.0,93.399,39.2,69.8
1871,12.0,10.0,93.399,39.2,69.8
1872,12.0,20.0,92.739,39.2,69.8
1873,12.0,50.0,86.799,39.2,69.8
1874,12.0,100.0,73.597,39.2,69.8
1875,12.0,0.001,96.37,39.7,8.67
1876,12.0,0.01,95.05,39.7,8.67
1877,12.0,0.1,97.69,39.7,8.67
1878,12.0,1.0,99.67,39.7,8.67
1879,12.0,5.0,95.38,39.7,8.67
1880,12.0,10.0,96.37,39.7,8.67
1881,12.0,20.0,94.719,39.7,8.67
1882,12.0,50.0,97.03,39.7,8.67
1883,12.0,100.0,91.749,39.7,8.67
1884,12.0,0.001,98.02,46.3,70.76
1885,12.0,0.01,95.71,46.3,70.76
1886,12.0,0.1,96.04,46.3,70.76
1887,12.0,1.0,99.01,46.3,70.76
1888,12.0,5.0,82.838,46.3,70.76
1889,12.0,10.0,63.366,46.3,70.76
1890,12.0,20.0,45.215,46.3,70.76
1891,12.0,50.0,16.172,46.3,70.76
1892,12.0,100.0,14.191,46.3,70.76
1893,12.0,0.001,95.724,45.3,71.7
1894,12.0,0.01,97.368,45.3,71.7
1895,12.0,0.1,100.33,45.3,71.7
1896,12.0,1.0,98.355,45.3,71.7
1897,12.0,5.0,91.776,45.3,71.7
1898,12.0,10.0,75.0,45.3,71.7
1899,12.0,20.0,63.816,45.3,71.7
1900,12.0,50.0,36.184,45.3,71.7
1901,12.0,100.0,33.224,45.3,71.7
1902,12.0,0.001,95.066,42.5,49.26
1903,12.0,0.01,95.066,42.5,49.26
1904,12.0,0.1,97.039,42.5,49.26
1905,12.0,1.0,97.039,42.5,49.26
1906,12.0,5.0,99.013,42.5,49.26
1907,12.0,10.0,99.013,42.5,49.26
1908,12.0,20.0,96.711,42.5,49.26
1909,12.0,50.0,98.355,42.5,49.26
1910,12.0,100.0,95.724,42.5,49.26
1911,12.0,0.001,99.013,46.8,49.26
1912,12.0,0.01,95.395,46.8,49.26
1913,12.0,0.1,98.355,46.8,49.26
1914,12.0,1.0,100.33,46.8,49.26
1915,12.0,5.0,97.039,46.8,49.26
1916,12.0,10.0,100.0,46.8,49.26
1917,12.0,20.0,97.039,46.8,49.26
1918,12.0,50.0,99.013,46.8,49.26
1919,12.0,100.0,97.039,46.8,49.26
1920,24.0,0.001,99.016,39.2,69.8
1921,24.0,0.01,98.361,39.2,69.8
1922,24.0,0.1,98.361,39.2,69.8
1923,24.0,1.0,95.41,39.2,69.8
1924,24.0,5.0,87.213,39.2,69.8
1925,24.0,10.0,85.246,39.2,69.8
1926,24.0,20.0,82.295,39.2,69.8
1927,24.0,50.0,72.131,39.2,69.8
1928,24.0,100.0,62.623,39.2,69.8
1929,24.0,0.001,92.459,39.7,8.67
1930,24.0,0.01,96.066,39.7,8.67
1931,24.0,0.1,93.77,39.7,8.67
1932,24.0,1.0,97.377,39.7,8.67
1933,24.0,5.0,94.426,39.7,8.67
1934,24.0,10.0,95.738,39.7,8.67
1935,24.0,20.0,91.803,39.7,8.67
1936,24.0,50.0,91.803,39.7,8.67
1937,24.0,100.0,82.295,39.7,8.67
1938,24.0,0.001,95.738,46.3,70.76
1939,24.0,0.01,99.672,46.3,70.76
1940,24.0,0.1,95.082,46.3,70.76
1941,24.0,1.0,96.066,46.3,70.76
1942,24.0,5.0,74.754,46.3,70.76
1943,24.0,10.0,42.951,46.3,70.76
1944,24.0,20.0,14.426,46.3,70.76
1945,24.0,50.0,12.787,46.3,70.76
1946,24.0,100.0,12.787,46.3,70.76
1947,24.0,0.001,92.131,45.3,71.7
1948,24.0,0.01,97.705,45.3,71.7
1949,24.0,0.1,96.066,45.3,71.7
1950,24.0,1.0,97.049,45.3,71.7
1951,24.0,5.0,71.475,45.3,71.7
1952,24.0,10.0,60.984,45.3,71.7
1953,24.0,20.0,42.623,45.3,71.7
1954,24.0,50.0,27.869,45.3,71.7
1955,24.0,100.0,21.639,45.3,71.7
1956,24.0,0.001,95.738,42.5,49.26
1957,24.0,0.01,96.721,42.5,49.26
1958,24.0,0.1,98.033,42.5,49.26
1959,24.0,1.0,93.77,42.5,49.26
1960,24.0,5.0,88.525,42.5,49.26
1961,24.0,10.0,88.852,42.5,49.26
1962,24.0,20.0,92.131,42.5,49.26
1963,24.0,50.0,92.131,42.5,49.26
1964,24.0,100.0,89.508,42.5,49.26
1965,24.0,0.001,98.689,46.8,49.26
1966,24.0,0.01,100.66,46.8,49.26
1967,24.0,0.1,92.787,46.8,49.26
1968,24.0,1.0,95.738,46.8,49.26
1969,24.0,5.0,91.148,46.8,49.26
1970,24.0,10.0,92.787,46.8,49.26
1971,24.0,20.0,89.18,46.8,49.26
1972,24.0,50.0,89.18,46.8,49.26
1973,24.0,100.0,92.787,46.8,49.26
1974,48.0,50.0,94.167,11.0,-8.0
1975,48.0,50.0,75.417,11.0,-20.51
1976,48.0,50.0,75.833,18.0,-20.51
1977,48.0,50.0,65.625,18.0,-26.3
1978,48.0,100.0,39.61,11.0,-40.5
1979,72.0,100.0,70.779,11.0,-16.5
1980,96.0,100.0,68.571,11.0,-25.0
1981,48.0,100.0,29.351,11.0,-40.5
1982,72.0,100.0,47.273,11.0,-32.5
1983,96.0,100.0,44.416,11.0,-32.5
1984,48.0,100.0,50.26,18.0,-20.51
1985,72.0,100.0,82.078,18.0,-8.0
1986,96.0,100.0,78.961,18.0,-16.5
1987,48.0,100.0,38.052,18.0,-40.5
1988,72.0,100.0,66.623,18.0,-16.86
1989,96.0,100.0,56.234,18.0,-24.75
1990,24.0,5.0,100.0,20.0,-8.72
1991,24.0,10.0,98.443,20.0,-8.72
1992,24.0,25.0,89.619,20.0,-8.72
1993,24.0,50.0,80.45,20.0,-8.72
1994,24.0,100.0,64.187,20.0,-8.72
1995,24.0,5.0,84.201,20.0,-8.72
1996,24.0,25.0,76.302,20.0,-8.72
1997,24.0,50.0,72.89,20.0,-8.72
1998,24.0,100.0,61.4,20.0,-8.72
1999,24.0,5.0,98.789,28.0,8.67
2000,24.0,10.0,100.69,28.0,8.67
2001,24.0,25.0,99.308,28.0,8.67
2002,24.0,50.0,93.08,28.0,8.67
2003,24.0,100.0,75.606,28.0,8.67
2004,24.0,5.0,81.149,28.0,8.67
2005,24.0,25.0,74.506,28.0,8.67
2006,24.0,50.0,67.684,28.0,8.67
2007,24.0,100.0,79.713,28.0,8.67
2008,24.0,10.0,101.8,78.0,11.4
2009,24.0,50.0,98.561,78.0,11.4
2010,24.0,100.0,97.482,78.0,11.4
2011,24.0,200.0,94.604,78.0,11.4
2012,24.0,400.0,91.547,78.0,11.4
2013,24.0,10.0,97.482,78.0,11.4
2014,24.0,50.0,97.482,78.0,11.4
2015,24.0,100.0,97.482,78.0,11.4
2016,24.0,200.0,98.741,78.0,11.4
2017,24.0,400.0,96.583,78.0,11.4
2018,48.0,250.0,90.875,13.0,8.67
2019,48.0,500.0,88.454,13.0,8.67
2020,48.0,750.0,85.475,13.0,8.67
2021,48.0,1000.0,78.212,13.0,8.67
2022,48.0,1500.0,70.95,13.0,8.67
2023,48.0,250.0,76.723,20.0,-0.025000000000000355
2024,48.0,500.0,64.804,20.0,31.490000000000002
2025,48.0,750.0,56.425,20.0,31.490000000000002
2026,48.0,1000.0,50.652,20.0,31.490000000000002
2027,48.0,1500.0,42.458,20.0,31.490000000000002
2028,48.0,250.0,67.598,21.0,-8.72
2029,48.0,500.0,57.542,21.0,-8.72
2030,48.0,750.0,50.279,21.0,-8.72
2031,48.0,1000.0,39.106,21.0,-8.72
2032,48.0,1500.0,34.264,21.0,-8.72
2033,48.0,250.0,59.777,20.0,71.7
2034,48.0,500.0,43.948,20.0,71.7
2035,48.0,750.0,39.665,20.0,71.7
2036,48.0,1000.0,31.471,20.0,71.7
2037,48.0,1500.0,28.492,20.0,71.7
2038,3.0,25.0,100.0,30.0,-10.48
2039,3.0,100.0,92.517,30.0,20.27
2040,3.0,200.0,98.413,30.0,-45.4
2041,3.0,300.0,89.569,30.0,-38.6
2042,3.0,400.0,93.424,30.0,20.02
2043,3.0,500.0,74.376,30.0,-24.5
2044,6.0,25.0,95.465,30.0,-10.48
2045,6.0,100.0,92.971,30.0,20.27
2046,6.0,200.0,68.934,30.0,-16.9
2047,6.0,300.0,52.834,30.0,-41.769999999999996
2048,6.0,400.0,63.946,30.0,-16.9
2049,6.0,500.0,60.317,30.0,-24.5
2050,24.0,5.0,94.712,94.5,17.5
2051,24.0,25.0,73.558,94.5,17.5
2052,24.0,50.0,29.487,94.5,17.5
2053,24.0,100.0,21.314,94.5,17.5
2054,24.0,10.0,57.358,94.5,17.5
2055,24.0,20.0,45.652,94.5,17.5
2056,24.0,40.0,36.957,94.5,17.5
2057,24.0,80.0,24.582,94.5,17.5
2058,24.0,100.0,21.07,94.5,17.5
2059,24.0,100.0,89.482,19.1,-36.74
2060,24.0,200.0,77.832,19.1,-36.74
2061,24.0,300.0,47.087,19.1,-36.74
2062,24.0,400.0,35.275,19.1,-36.74
2063,24.0,500.0,31.877,19.1,-36.74
2064,24.0,10.0,92.573,19.1,-36.74
2065,24.0,50.0,71.33,19.1,-36.74
2066,24.0,100.0,47.323,19.1,-36.74
2067,24.0,150.0,30.225,19.1,-36.74
2068,24.0,200.0,23.143,19.1,-36.74
2069,24.0,250.0,12.781,19.1,-36.74
2070,24.0,50.0,87.918,53.7,-39.9
2071,24.0,100.0,81.877,53.7,-39.9
2072,24.0,200.0,77.763,53.7,-39.9
2073,24.0,400.0,56.684,53.7,-39.9
2074,24.0,800.0,40.617,53.7,-39.9
2075,24.0,0.2,46.853,61.46,-32.66
2076,24.0,0.4,71.562,61.46,-32.66
2077,24.0,2.0,75.524,61.46,-32.66
2078,24.0,4.0,79.487,61.46,-32.66
2079,24.0,20.0,72.494,61.46,-32.66
2080,24.0,40.0,2.0979,61.46,-32.66
2081,96.0,0.2,86.247,61.46,-32.66
2082,96.0,0.4,59.441,61.46,-32.66
2083,96.0,2.0,81.818,61.46,-32.66
2084,96.0,4.0,84.149,61.46,-32.66
2085,96.0,20.0,82.284,61.46,-32.66
2086,24.0,0.2,99.394,61.46,-32.66
2087,24.0,0.4,81.212,61.46,-32.66
2088,24.0,2.0,94.242,61.46,-32.66
2089,24.0,4.0,90.303,61.46,-32.66
2090,24.0,20.0,23.03,61.46,-32.66
2091,24.0,40.0,1.2121,61.46,-32.66
2092,96.0,0.2,120.0,61.46,-32.66
2093,96.0,0.4,119.7,61.46,-32.66
2094,96.0,2.0,109.39,61.46,-32.66
2095,96.0,4.0,118.79,61.46,-32.66
2096,96.0,20.0,6.6667,61.46,-32.66
2097,96.0,40.0,1.2121,61.46,-32.66
2098,24.0,0.2,108.99,33.69,-24.52
2099,24.0,0.4,135.36,33.69,-24.52
2100,24.0,2.0,131.59,33.69,-24.52
2101,24.0,4.0,153.91,33.69,-24.52
2102,24.0,20.0,145.22,33.69,-24.52
2103,24.0,40.0,140.0,33.69,-24.52
2104,24.0,200.0,137.68,33.69,-24.52
2105,24.0,400.0,128.7,33.69,-24.52
2106,96.0,0.2,78.261,33.69,-24.52
2107,96.0,0.4,78.551,33.69,-24.52
2108,96.0,2.0,88.406,33.69,-24.52
2109,96.0,4.0,92.174,33.69,-24.52
2110,96.0,20.0,99.13,33.69,-24.52
2111,96.0,40.0,98.841,33.69,-24.52
2112,96.0,200.0,94.203,33.69,-24.52
2113,96.0,400.0,85.507,33.69,-24.52
2114,24.0,0.2,120.51,33.69,-24.52
2115,24.0,0.4,117.66,33.69,-24.52
2116,24.0,2.0,121.65,33.69,-24.52
2117,24.0,4.0,105.13,33.69,-24.52
2118,24.0,20.0,116.24,33.69,-24.52
2119,96.0,40.0,116.24,33.69,-24.52
2120,96.0,200.0,121.08,33.69,-24.52
2121,96.0,400.0,126.78,33.69,-24.52
2122,96.0,0.2,78.632,33.69,-24.52
2123,96.0,0.4,85.755,33.69,-24.52
2124,96.0,2.0,106.84,33.69,-24.52
2125,96.0,4.0,92.308,33.69,-24.52
2126,96.0,20.0,110.54,33.69,-24.52
2127,96.0,40.0,113.39,33.69,-24.52
2128,96.0,200.0,108.26,33.69,-24.52
2129,96.0,400.0,70.94,33.69,-24.52
2130,24.0,9.0,3.1208,42.9,71.23
2131,24.0,9.0,97.286,17.2,-19.799999999999997
2132,24.0,1.82,3.7946,42.9,71.23
2133,24.0,5.81,3.7946,42.9,71.23
2134,24.0,9.0,2.6786,42.9,71.23
2135,24.0,13.0,1.3393,42.9,71.23
2136,24.0,18.0,1.3393,42.9,71.23
2137,24.0,28.9,14.286,42.9,20.830000000000002
2138,24.0,1.82,90.402,17.2,26.400000000000002
2139,24.0,5.91,95.312,17.2,-9.0
2140,24.0,9.45,96.205,17.2,-20.7
2141,24.0,14.0,59.152,17.2,71.7
2142,24.0,19.0,53.571,17.2,25.85
2143,24.0,30.6,53.571,17.2,21.3
2144,24.0,50.0,72.5,10.0,-45.5
2145,24.0,100.0,62.4,10.0,-45.5
2146,24.0,150.0,51.1,10.0,-45.5
2147,24.0,200.0,43.6,10.0,-45.5
2148,24.0,50.0,68.45,10.0,-45.5
2149,24.0,100.0,56.88,10.0,-45.5
2150,24.0,150.0,48.84,10.0,-45.5
2151,24.0,200.0,38.0,10.0,-45.5
2152,24.0,50.0,93.61,10.0,-45.5
2153,24.0,100.0,76.74,10.0,-45.5
2154,24.0,150.0,65.42,10.0,-45.5
2155,24.0,200.0,61.08,10.0,-45.5
2156,24.0,50.0,72.74,10.0,-45.5
2157,24.0,100.0,58.52,10.0,-45.5
2158,24.0,150.0,52.62,10.0,-45.5
2159,24.0,200.0,42.93,10.0,-45.5
2160,24.0,50.0,67.1,10.0,-45.5
2161,24.0,100.0,55.78,10.0,-45.5
2162,24.0,150.0,46.88,10.0,-45.5
2163,24.0,200.0,36.98,10.0,-45.5
2164,48.0,12.5,96.921,39.0,11.8
2165,48.0,25.0,88.71,39.0,11.8
2166,48.0,50.0,81.085,39.0,11.8
2167,48.0,100.0,77.126,39.0,11.8
2168,48.0,200.0,73.314,39.0,11.8
2169,48.0,12.5,99.707,50.0,-22.0
2170,48.0,25.0,90.029,50.0,-22.0
2171,48.0,50.0,83.724,50.0,-22.0
2172,48.0,100.0,77.273,50.0,-22.0
2173,48.0,200.0,68.915,50.0,-22.0
2174,24.0,0.625,90.4,30.6,-8.72
2175,24.0,1.25,82.5,30.6,-8.72
2176,24.0,2.5,80.0,30.6,-8.72
2177,24.0,5.0,75.7,30.6,-8.72
2178,24.0,10.0,75.5,30.6,-8.72
2179,24.0,0.625,98.3,30.6,-8.72
2180,24.0,1.25,93.8,30.6,-8.72
2181,24.0,2.5,86.9,30.6,-8.72
2182,24.0,5.0,80.3,30.6,-8.72
2183,24.0,10.0,57.5,30.6,-8.72
2184,48.0,0.5,99.551,5.2,11.0
2185,48.0,10.0,97.079,5.2,-57.5
2186,48.0,20.0,97.079,5.2,-8.0
2187,48.0,50.0,87.191,5.2,-8.0
2188,48.0,0.5,99.551,47.3,-17.6
2189,48.0,10.0,97.079,47.3,-31.0
2190,48.0,20.0,95.281,47.3,-31.4
2191,48.0,50.0,89.663,47.3,-15.36
2192,48.0,0.5,100.46,5.2,11.0
2193,48.0,10.0,100.0,5.2,-57.5
2194,48.0,20.0,98.169,5.2,-8.0
2195,48.0,50.0,96.796,5.2,-8.0
2196,48.0,0.5,98.627,49.2,-17.6
2197,48.0,10.0,100.0,49.2,-26.5
2198,48.0,20.0,101.14,49.2,-26.5
2199,48.0,50.0,102.29,49.2,-8.72
2200,48.0,0.5,100.0,4.8,11.0
2201,48.0,10.0,98.789,4.8,-57.5
2202,48.0,20.0,99.274,4.8,-8.0
2203,48.0,50.0,93.705,4.8,-8.0
2204,48.0,0.5,100.48,44.3,-24.700000000000003
2205,48.0,10.0,101.21,44.3,-26.5
2206,48.0,20.0,101.21,44.3,-15.36
2207,48.0,50.0,100.48,44.3,-8.72
2208,24.0,12.5,87.98,50.0,-35.0
2209,24.0,25.0,84.143,50.0,-35.0
2210,24.0,50.0,66.752,50.0,-35.0
2211,24.0,100.0,50.639,50.0,-35.0
2212,24.0,12.5,96.419,50.0,-35.0
2213,24.0,25.0,94.373,50.0,-35.0
2214,24.0,50.0,68.031,50.0,-35.0
2215,24.0,100.0,41.432,50.0,-35.0
2216,24.0,12.5,98.721,50.0,-31.0
2217,24.0,25.0,96.164,50.0,-31.0
2218,24.0,50.0,78.772,50.0,-31.0
2219,24.0,100.0,62.404,50.0,-31.0
2220,24.0,12.5,96.675,50.0,-31.0
2221,24.0,25.0,95.908,50.0,-31.0
2222,24.0,50.0,74.936,50.0,-31.0
2223,24.0,100.0,44.757,50.0,-31.0
2224,24.0,12.5,99.233,50.0,-30.0
2225,24.0,25.0,96.675,50.0,-30.0
2226,24.0,50.0,79.795,50.0,-30.0
2227,24.0,100.0,79.795,50.0,-30.0
2228,24.0,12.5,98.465,50.0,-30.0
2229,24.0,25.0,96.419,50.0,-30.0
2230,24.0,50.0,77.238,50.0,-30.0
2231,24.0,100.0,77.238,50.0,-30.0
2232,48.0,12.5,66.334,50.0,-35.0
2233,48.0,25.0,54.863,50.0,-35.0
2234,48.0,50.0,43.89,50.0,-35.0
2235,48.0,100.0,26.185,50.0,-35.0
2236,48.0,12.5,77.556,50.0,-35.0
2237,48.0,25.0,66.334,50.0,-35.0
2238,48.0,50.0,58.603,50.0,-35.0
2239,48.0,100.0,31.671,50.0,-35.0
2240,48.0,12.5,98.753,50.0,-31.0
2241,48.0,25.0,92.768,50.0,-31.0
2242,48.0,50.0,66.334,50.0,-31.0
2243,48.0,100.0,40.15,50.0,-31.0
2244,48.0,12.5,97.007,50.0,-31.0
2245,48.0,25.0,78.803,50.0,-31.0
2246,48.0,50.0,70.324,50.0,-31.0
2247,48.0,100.0,35.162,50.0,-31.0
2248,48.0,12.5,80.05,50.0,-30.0
2249,48.0,25.0,79.551,50.0,-30.0
2250,48.0,50.0,70.324,50.0,-30.0
2251,48.0,100.0,70.574,50.0,-30.0
2252,48.0,12.5,93.766,50.0,-30.0
2253,48.0,25.0,75.561,50.0,-30.0
2254,48.0,50.0,66.584,50.0,-30.0
2255,48.0,100.0,70.324,50.0,-30.0
2256,72.0,12.5,61.954,50.0,-35.0
2257,72.0,25.0,53.985,50.0,-35.0
2258,72.0,50.0,28.792,50.0,-35.0
2259,72.0,100.0,19.023,50.0,-35.0
2260,72.0,12.5,77.635,50.0,-35.0
2261,72.0,25.0,41.902,50.0,-35.0
2262,72.0,50.0,40.103,50.0,-35.0
2263,72.0,100.0,28.278,50.0,-35.0
2264,72.0,12.5,98.715,50.0,-31.0
2265,72.0,25.0,84.319,50.0,-31.0
2266,72.0,50.0,50.129,50.0,-31.0
2267,72.0,100.0,28.278,50.0,-31.0
2268,72.0,12.5,95.373,50.0,-31.0
2269,72.0,25.0,66.838,50.0,-31.0
2270,72.0,50.0,67.352,50.0,-31.0
2271,72.0,100.0,33.676,50.0,-31.0
2272,72.0,12.5,82.262,50.0,-30.0
2273,72.0,25.0,75.064,50.0,-30.0
2274,72.0,50.0,41.388,50.0,-30.0
2275,72.0,100.0,32.648,50.0,-30.0
2276,72.0,12.5,75.064,50.0,-30.0
2277,72.0,25.0,67.352,50.0,-30.0
2278,72.0,50.0,67.095,50.0,-30.0
2279,72.0,100.0,59.126,50.0,-30.0
2280,24.0,200.0,54.026,13.0,-16.8
2281,24.0,400.0,54.319,13.0,-16.8
2282,24.0,200.0,26.061,12.0,-9.9
2283,24.0,400.0,24.89,12.0,-9.9
2284,24.0,2.0,83.404,22.83,-20.36
2285,24.0,5.0,69.094,22.83,-20.36
2286,24.0,10.0,51.412,22.83,-20.36
2287,24.0,25.0,34.027,22.83,-20.36
2288,24.0,50.0,27.935,22.83,-20.36
2289,24.0,2.0,81.395,22.83,-20.36
2290,24.0,5.0,66.202,22.83,-20.36
2291,24.0,10.0,51.163,22.83,-20.36
2292,24.0,25.0,40.155,22.83,-20.36
2293,24.0,50.0,33.333,22.83,-20.36
2294,24.0,5.0,84.453,30.29,-10.1
2295,24.0,10.0,77.543,30.29,-10.1
2296,24.0,20.0,76.967,30.29,-10.1
2297,24.0,40.0,63.916,30.29,-10.1
2298,24.0,80.0,45.873,30.29,-10.1
2299,24.0,160.0,52.207,30.29,-10.1
2300,24.0,5.0,95.385,30.29,-10.1
2301,24.0,10.0,81.346,30.29,-10.1
2302,24.0,20.0,77.692,30.29,-10.1
2303,24.0,40.0,70.0,30.29,-10.1
2304,24.0,80.0,67.308,30.29,-10.1
2305,24.0,160.0,55.192,30.29,-10.1
2306,24.0,5.0,97.922,30.29,-10.1
2307,24.0,100.0,86.919,30.29,-10.1
2308,24.0,200.0,82.885,30.29,-10.1
2309,24.0,5.0,99.04,76.0,-36.0
2310,24.0,10.0,88.196,76.0,-36.0
2311,24.0,20.0,75.24,76.0,-36.0
2312,24.0,5.0,92.898,57.0,-35.0
2313,24.0,10.0,89.251,57.0,-35.0
2314,24.0,20.0,96.065,57.0,-35.0
2315,24.0,5.0,81.862,7.0,-25.0
2316,24.0,10.0,80.902,7.0,-25.0
2317,24.0,20.0,48.752,7.0,-25.0
2318,24.0,5.0,80.998,8.0,-20.0
2319,24.0,10.0,79.942,8.0,-20.0
2320,24.0,20.0,57.102,8.0,-20.0
2321,24.0,25.0,87.81,30.0,-16.9
2322,24.0,50.0,77.479,30.0,-16.9
2323,24.0,100.0,75.413,30.0,-16.9
2324,24.0,200.0,69.835,30.0,-16.9
2325,24.0,400.0,63.636,30.0,-16.9
2326,24.0,25.0,97.028,30.0,-16.9
2327,24.0,50.0,90.658,30.0,-16.9
2328,24.0,100.0,84.076,30.0,-16.9
2329,24.0,200.0,71.338,30.0,-16.9
2330,24.0,400.0,48.62,30.0,-16.9
2331,24.0,50.0,91.331,30.0,-16.9
2332,24.0,100.0,87.546,30.0,-16.9
2333,24.0,200.0,80.952,30.0,-16.9
2334,24.0,10.0,96.02,15.0,-20.7
2335,24.0,20.0,91.67,15.0,-20.7
2336,24.0,40.0,88.145,15.0,-20.7
2337,24.0,80.0,85.68,15.0,-20.7
2338,24.0,10.0,94.62,15.0,-20.7
2339,24.0,20.0,92.25,15.0,-20.7
2340,24.0,40.0,89.58,15.0,-20.7
2341,24.0,80.0,83.27,15.0,-20.7
2342,24.0,10.0,95.468,15.0,-20.7
2343,24.0,40.0,89.023,15.0,-20.7
2344,24.0,80.0,83.686,15.0,-20.7
2345,24.0,3.6,100.0,125.0,-25.3
2346,24.0,7.2,96.117,125.0,-25.3
2347,24.0,18.0,90.049,125.0,-25.3
2348,24.0,36.0,79.854,125.0,-25.3
2349,24.0,72.0,77.913,125.0,-25.3
2350,24.0,144.0,73.058,125.0,-25.3
2351,6.0,0.1,88.923,34.64,60.480000000000004
2352,6.0,1.0,85.077,34.64,49.26
2353,6.0,10.0,92.462,34.64,60.480000000000004
2354,6.0,50.0,100.0,34.64,28.965
2355,6.0,100.0,98.923,34.64,20.27
2356,24.0,0.1,69.902,34.64,-8.72
2357,24.0,1.0,77.778,34.64,-8.72
2358,24.0,10.0,80.028,34.64,-7.165
2359,24.0,50.0,78.622,34.64,-10.129999999999999
2360,24.0,100.0,72.152,34.64,-4.114999999999999
2361,48.0,0.1,74.348,34.64,14.629999999999999
2362,48.0,1.0,76.377,34.64,14.629999999999999
2363,48.0,10.0,71.594,34.64,3.3999999999999986
